"id","profileName","text","date","title","rating","images","helpful","Style","Size","Color"
"RH4PZTAF1UME1","Sal Kabalani","
  It’s better than I expected!  Glad I got it, but also glad I waited until now!
","Reviewed in the United States on February 28, 2022","Great watch!",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R17LA0PSKCTSIA","Adam","
  Everything works, includes charging cable but no box. Definitely like the stainless steel. Looks more expensive.
","Reviewed in the United States on February 22, 2022","Good product",5,"",0,"GPS + Cellular","45mm","Silver Stainless Steel Case w Starlight Sport Band"
"R1SBN75E68X0NI","Johnny quijano","
  Best watch ever. King if kings. No issues so far
","Reviewed in the United States on March 12, 2022","Great product",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R2LZGE1H0FNGMW","Mark Brandon","
  Don’t like the fact we have to pay for sleep tracking and excerise apps
","Reviewed in the United States on January 30, 2022","Great product .",5,"",0,"GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R12U696VNVK3NA","David H.","
  Great, Way to let your buyers know you've changed the charger to a different USB. Brillant!!!!! I now have a watch I can't charge!!!
","Reviewed in the United States on February 14, 2022","First Time buyer, Thanks for selling me a watch I have NO WAY TO CHARGE!!!",1,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R340WTZ8K6M6OT","Misswand","
  I love my watch! Wear it everyday.
","Reviewed in the United States on December 19, 2021","It's an Apple Watch",5,"",0,"GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R1JMD79O8OBCI5","A reviewer","
  Good Product
","Reviewed in the United States on January 13, 2022","Excellent",5,"",0,"GPS + Cellular","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3H1FY6IOVBODC","Michael McDaniels","
  Yes last all Day
","Reviewed in the United States on January 4, 2022","Great Watch",4,"",1,"GPS + Cellular","45mm","Graphite Stainless Steel Case w Abyss Blue Band"
"RA4VURHVILR0Q","melody drywater","
  It doesnt come with a charger block. And the cord isnt a normal adapter. Annoying
","Reviewed in the United States on February 28, 2022","No charger",2,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1R4NJ6XLBA7MR","casey conley","
  Love this new iwatch. Can’t believe how long the battery stays charged and how im able to track all my devices with the watch. Keep up The Great work Apple.
","Reviewed in the United States on December 16, 2021","How Great Apple iwatch 7 is",5,"",0,"GPS","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R1ZP40BS85NPZN","Adrian E.","
  Still need to buy additional equipment to function
","Reviewed in the United States on December 15, 2021","Doesnt come with charger port box",3,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1D3SYWXTCYTUN","Amazon Customer","
  Use everyday. Good quality and good product.
","Reviewed in the United States on March 3, 2022","Great product",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3RKVY1E6IC4D","Consuelo","
  I think smart watches are for people that work out.Good if you want to know your heart beat all the time.
","Reviewed in the United States on January 20, 2022","It’s a nice watch",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1KSQT5CDZK6F","david m ries","
  Great
","Reviewed in the United States on January 4, 2022","Great",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RHHPZTX2YXD7X","LifeZAwesome","
  Voice clarity is very poor
","Reviewed in the United States on December 17, 2021","Voice clarity poor",3,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R1QJ86QK1QEUQT","Amazon Customer","
  Did not dislike anything. It is a really good watch
","Reviewed in the United States on January 15, 2022","It is a great watch",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1GSSN5J8MPU7Y","Rodney C.","
  Me vino con problemas de fábrica pero Apple me validó la garantía y me dieron uno nuevo. Pero por todo lo demás excelente.
","Reviewed in the United States on March 11, 2022","Vino con problemas de fabrica",3,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1HQJCXNW6U2P0","Hampig","
  First time i have purchased the apple watch, and it indeed came in its original case shipped and sold from Amazon.Exceeded expectation
","Reviewed in the United States on January 2, 2022","Perfection",5,"",1,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R1BULNHEZAGVDM","Kelly Schoeneberg","
  My old watch broke, I upgraded from a series 3 to the 7 and dang! The difference is incredible. The screen is amazing and the new app selections are really cool.  It only took a few minutes to get it all set up so it was super simple.
","Reviewed in the United States on January 26, 2022","Love it",5,"https://m.media-amazon.com/images/I/61-8hplDEWL.jpg",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R28MPAE0FU75RA","wesley jordan","
  Upgraded my Apple Watch 4 44mm to this 7 45mm and I’m so glad I did. Bigger screen, more flexibility! Love it!
","Reviewed in the United States on January 9, 2022","JUST BUY IT",5,"",1,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1JY0VRVFPVJVJ","Yabir marte","
  Vale la pena la inversión
","Reviewed in the United States on March 3, 2022","Todo bien una excelente inversión",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RX524UOK8CZBZ","Elvis Quiroz","
  My fiancé loved the watch and has been motivated to be more active now.  Love the color!!
","Reviewed in the United States on January 5, 2022","Awesome product",5,"",1,"GPS","45mm","Green Aluminum Case with Clover Sport Band"
"RK172WFV01RLQ","Amy D","
  Husband loves it. Lots of new features he did not have on older Apple Watch
","Reviewed in the United States on January 4, 2022","What else can I say? It’s a beautiful Apple watch",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2NY36LNNNIQWB","Charles Rose","
  It should come with a plug in adapter since the charger doesn’t have a USB plug-in. I shouldn’t have to spend more money just to charge it!
","Reviewed in the United States on December 30, 2021","Charging",4,"","2","GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R30JN8P1RGQJ3D","WILLIAM E.","
  Battery life could be better.
","Reviewed in the United States on March 17, 2022","Battery life could be better.",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RDY1VONLP2SLZ","Janet maze","
  Love it. Came sealed in original packaging. Works and functions good. Wish it came with a port for the charger. So be prepared to buy a usb-c port. But other than all that I can receive n make calls and send texts. Does what it’s ment to.
","Reviewed in the United States on February 9, 2022","Brand new and perfect",5,"https://m.media-amazon.com/images/I/61h-6JDj5aL.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2KWIMGOWNAK5Y","Joe","
  I was concerned that it might have been a refurbished product but it wasn't. It is the real deal and everything came in so quickly. I am quite happy with my new watch.
","Reviewed in the United States on February 14, 2022","Legitimate Apple products!",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R25XLXZH2HHVSZ","Tommy","
  As far as I know she loved it.
","Reviewed in the United States on January 18, 2022","Wife loved it.",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R19RLMPN1FJVH7","raymond l sicotte","
  Liked the display and health apps.
","Reviewed in the United States on December 5, 2021","Fast charging!",5,"",1,"GPS + Cellular","41mm","Green Aluminum Case with Clover Sport Band"
"R1BY0HSYDEV110","Eduardo A Rivas Isava","
  Extraordinary
","Reviewed in the United States on January 17, 2022","Apple Watch Series 7 GPS",5,"",1,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1526KUQCI74OR","James T Williams","
  Very helpful and correct
","Reviewed in the United States on February 13, 2022","Very useful watch",5,"",0,"GPS","45mm","Green Aluminum Case with Clover Sport Band"
"R1LR353MQRIBNT","Chuckles","
  The Best of the Best for a Smart Watch .
","Reviewed in the United States on February 10, 2022","Top of the smart watches.",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RGV3S7TR4TVRX","Bhas","
  Apple gives a cable type usb c to charge the watch, but not the power adapter. Unless you already have one such, you can't charge and use this apple watch after paying  $300+. You need to buy 3rd party product to charge this watch. Not expected from Apple.
","Reviewed in the United States on January 24, 2022","You can't charge it. Beware!!",1,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RSEOUZSKW0EZ6","zkitells","
  He loves it, even three months later. He's now obsessed with tracking his steps and that's mildly annoying but he's happy. :)
","Reviewed in the United States on March 2, 2022","Bought for husband, got best wife award",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3BJQLXAVWB1OY","omotee","
  Glad I ordered this off Amazon. It works perfectly and I have zero complaints. By the way it’s my first Apple Watch.
","Reviewed in the United States on January 11, 2022","I love my order",5,"https://m.media-amazon.com/images/I/61lbR3AeHOL.jpg",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2UBBQFMWPCSAK","Amazon Customer","
  Absolutely ridiculous how much you spend on one and you have to buy a power adapter for the charge cord?!?! Stupid
","Reviewed in the United States on February 20, 2022","$400+ and no power adapter included? Ridiculous",4,"","2","GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RKAND28VHY8OI","Desiree Kamakea","
  Watch was exactly what was expected. Nice features, size, vibrant display. Starlight is very pretty with silver and khaki mix of color. Came  before expected delivery date. The battery life lasts all day even with always on display. Smooth syncing with watch app..Thank You!
","Reviewed in the United States on January 12, 2022","Great watch with great features",5,"",0,"GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RPX7A4ZFWCXQN","Clint","
  POS
","Reviewed in the United States on January 27, 2022","POS",1,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R2NS584UFR0J30","Melvin Reyes","
  The watch is nice. The battery life doesn't last more than a day specially if you use the workout activity app.
","Reviewed in the United States on January 24, 2022","The battery life is not long.",4,"","2","GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2EYLA5JKXP1H","JM","
  Love the color. Battery life is great. Charging in under 30min. Had the series 5 and got this one, love it.
","Reviewed in the United States on February 24, 2022","Love it!",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R2TJE0ECNTFC23","robert nasaravanh","
  She loved the gift.
","Reviewed in the United States on January 22, 2022","Nice",5,"",0,"GPS + Cellular","41mm","Midnight Aluminum Case with Midnight Sport Band"
"RU6LAAH3X3XIQ","Sebastian","
  El producto cumple con las características, los colores y el brillo son estupendos, de batería sigue un debe de apple respecto a otros competidores dura aprox 48 horas con su carga y respecto al seguimiento cumple con lo básico
","Reviewed in the United States on March 1, 2022","Buen producto !!",5,"",0,"GPS","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R37V8K7K8EYAID","JodyC","
  Got a new order in 1 day. This time it was sealed and everything was intact. Thanks Amazon!
","Reviewed in the United States on March 21, 2022","Updated",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RMYPLMMWOXYLZ","Kabi","
  I loved everything but battery life is only a day long.
","Reviewed in the United States on December 10, 2021","Battery could be better",4,"","3",,,
"R10CA92TQ9BFD8","Eric","
  I received a refurbished watch but payed for brand new watch.  It was also missing the charger.  Waited over a week for the watch to arrive and I cannot use it.
","Reviewed in the United States on January 5, 2022","Received refurbished payed for brand new.",1,"https://m.media-amazon.com/images/I/71SGMCLmjpL.jpg",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R1Q6KCOBODN7NC","Johnnie W.","
  I was very disappointed that the watch will not pair with my Starkey2400 Livio hearing aids which has the Thrive app  😩😩😩😩
","Reviewed in the United States on January 11, 2022","Disappointed",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R10CHBX7ENZQMH","Grandpa W","
  It is a great watch, but I sent it back, but on refund.
","Reviewed in the United States on February 1, 2022","I sent the watch back three weeks ago. where is the refund",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2JWFM8N879316","Marilyn Berry","
  Watch was returned because I received one for Christmas.
","Reviewed in the United States on February 14, 2022","Returned",5,"",0,"GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R3JSKQ27KVT9RO","Justin","
  Love the screen improvement.
","Reviewed in the United States on November 4, 2021","Love It",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3OI54QBXTG3HF","Raj Patel","
  Generally telling time
","Reviewed in the United States on January 21, 2022","Watch was like I purchased it from a big box store",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RF1RB9X35L62F","Ralph Prescott","
  Dislike battery charging
","Reviewed in the United States on November 28, 2021","Will not fully charge",3,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R2KF154MWL0PEA","Yolanda","
  Para trabajar
","Reviewed in the United States on February 16, 2022","Excelente",5,"",0,"GPS","45mm","Green Aluminum Case with Clover Sport Band"
"R23XJA159BP18Q","Cypress","
  This product is top of the line.  What do you expect, it's Apple Watch.
","Reviewed in the United States on March 3, 2022","It's Apple product.",5,"",0,,,
"RC0FQ7C5TLA2X","Kingsley Jephter","
  Nice one, but the battery drains once it is not being charged (whether it is worn or not). Thus, it has to be continuously charged 24/7. Not a good one.
","Reviewed in the United States on January 10, 2022","Fairly Ok",3,"",0,"GPS + Cellular","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R1H93GOWVQK8JP","Fred","
  So far, not impressed.  For the price paid for the watch you would think they could throw in a charging adapter.  Seriously!  It comes with outdated charging wire without adapter.  That’s kind of like buying a car without a gas tank.  Very disappointing.
","Reviewed in the United States on December 24, 2021","WTF.  No charging adapter!",3,"",0,"GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R271KQB09CK3OI","Angie","
  I bought this watch for my daughter for her 22nd birthday and she loves it! She loves all the features it has and uses it everyday! Great buy!
","Reviewed in the United States on February 17, 2022","Great features!",5,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3BWL099CVQ562","C. Winters","
  Thanks Amazon for the fast shipping. Love my new Series 7 Red Apple watch.
","Reviewed in the United States on February 21, 2022","Love this Watch",5,"",0,"GPS","41mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R1Y5Q3NOE7U4WA","Ernesto Banman","
  Great watch, as expected from Apple
","Reviewed in the United States on January 31, 2022","Original Apple Watch",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R1SRXB3F70JZXA","CS","
  Always wanted an Apple watch. Still getting used to all the features this watch has. Love it so far!!
","Reviewed in the United States on February 14, 2022","A really nice watch!",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R34VF62XPMM7GP","julie haapala","
  does everything it says it does very happy
","Reviewed in the United States on January 13, 2022","helps with health",5,"",0,"GPS + Cellular","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3FBILS99QJ0FX","Hugo Guzman","
  Had to return because the battery never charged.  I was taken back and forth with this product until I decided to get a full refund.  Purchased it directly from Apple.
","Reviewed in the United States on February 16, 2022","Battery didn’t charge",1,"",0,"GPS + Cellular","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R15LVX5T2RZ0L2","B W","
  Bought it new, but watch was locked by a previous owner?!?!?  Complete scam.
","Reviewed in the United States on March 2, 2022","ITEM LOCKED",1,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1V9NV07BVTJ39","Annmarie Jackowski","
  Not enough battery time! Love the availability of answering the phone & text messages.A lot to read about to use properly
","Reviewed in the United States on February 20, 2022","Nice size & convenient",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RIXHY3BRX3U9K","Amazon Customer","
  I brought it for my husband. He really likes it just wishes it broken down sleep more like the Fitbit does. But loves it once he got used to it
","Reviewed in the United States on January 19, 2022","Apple Watch 7",4,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RYP72CT0GRYI1","Amazon Customer","
  Excelente
","Reviewed in the United States on January 3, 2022","Calidad",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3UWI06OLOW2Q1","Josh","
  Huge upgrade from my Fitbit charge 2. You will need to charge it every night no matter  how much or how little you use it. However it charges really fast. As in 20 minutes gives me over half a day. The colors are great and the band fits great.
","Reviewed in the United States on January 18, 2022","Awesome product!",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RHH63RXSARZSM","Yuri","
  Love the watch. Battery dies fast so I have to charge it and then I forget to put it back on
","Reviewed in the United States on December 3, 2021","Battery dies quickly",4,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R14GI2I573MZ39","David E. Brody","
  Paired it with a Hermes band.  OMG.  I also love the Milanese it came.
","Reviewed in the United States on December 7, 2021","Great watch",5,"",0,"GPS + Cellular","45mm","Graphite Stainless Steel w Graphite Milanese Loop"
"R3EO2650OLQJGN","Geoffrey","
  God product to monitor my cardiac rhythms. Watch refused to charge. Looked horrible and was not something I wanted. Returned it 10 days ago and still waiting for knowledge meant and credit.
","Reviewed in the United States on February 18, 2022","Horrible customer service!!",1,"",0,"GPS","41mm","Midnight Aluminum Case with Midnight Sport Band"
"R3P40VX3K2CXNO","Matthew Niemi","
   Battery life lasts less than 1 day without using many functions ons
","Reviewed in the United States on January 8, 2022","Battery dies easily",4,"","2","GPS","41mm","Green Aluminum Case with Clover Sport Band"
"R2LB6OZNEUC3T","JORGE","
  👍🏻👍🏻👍🏻👍🏻 My first Apple Watch 🎊
","Reviewed in the United States on November 29, 2021","Séries 7 GPS 45mm",5,"https://m.media-amazon.com/images/I/61cFmOvvjFL.jpg",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RZ5D8XMSRZIGN","Nicolas Ibanez Puente","
  I blame Amazon Warehouse for not checking the watch properly, the purchase and shipping were perfect, the problem is that they did not check that it has the Icloud password of the previous person. Which makes it completely useless as a paperweight.
","Reviewed in the United States on February 19, 2022","Amazon Error",4,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3AAROOTR5I3NG","Jerry inmon","
  🤟
","Reviewed in the United States on February 4, 2022","👍",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R31AF73YDE6BCQ","roger b. schroeder","
  The watch would never ring or vibrate on incoming call, talked to at least 6 advisers and 3 were senior advisers. None ever made a promised callback or offered any solution. I had to return the watch to Amazon for a refund.
","Reviewed in the United States on January 14, 2022","Defective watch and no help from Apple!",1,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R174RK55CMZPOA","Sam","
  junk
","Reviewed in the United States on January 21, 2022","junk",1,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RYTDBPG670ATF","Christine M.","
  Hi I just received my Apple Watch but I’m upset that it was missing the plug to charge the watch. I payed 300 dollars and things were missing and now I just had to spent 12 dollars to get the plug and now it won’t come in until one day before Christmas Eve. Ugh
","Reviewed in the United States on December 10, 2021","Missing charger part",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R34BFW1OUMPCDY","T. Porwal","
  I wear it all the time. Sleep tracker is amazing and the activity rings are accurate.
","Reviewed in the United States on January 18, 2022","Great watch",4,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R1BSF2UN4FC8UA","Amazon Customer","
  I loved my new Apple Watch series 7. The green color is very nice and the big screen it’s noticeable.
","Reviewed in the United States on February 8, 2022","I loved",5,"https://m.media-amazon.com/images/I/61iH+WiXrQL.jpg",1,"GPS","45mm","Green Aluminum Case with Clover Sport Band"
"R2QIVPILHFKAYH","Tracy57","
  Great battery life and charges fast.
","Reviewed in the United States on March 1, 2022","Wonderful product.",5,"https://m.media-amazon.com/images/I/71dj2+qcYbL.jpg",1,"GPS + Cellular","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R1KJGQ94SL9YEK","Maribel Butten","
  Everything was perfect, but apple man, I forgot they never bring in Power Adapters with their products. Just a quick little reminder, most if not all apple products (including this) will not bring a Power Adapter and you have to buy one yourself
","Reviewed in the United States on December 4, 2021","Good but doesn't bring USB-C Power Adapter",4,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"RB81WFRKAWDEP","Amazon Customer","
  Charger is not included.
","Reviewed in the United States on January 29, 2022","Love it but…",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R3C52NC9FK4W12","Batazzo","
  just got it delivered and im thrilled &exited it was worth every penny thanks apple for making such watch and thanks amazon for cyber monday 2021 sale yesssssssssss i can recomended 100% just a bit concern cause didn’t bring charger
","Reviewed in the United States on December 2, 2021","apple watch 7gps 45mm starlight aluminum case with sport band regular",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R1UQDS41SNCMT9","GangLi","
  Good
","Reviewed in the United States on March 8, 2022","Good",4,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3BU40GQ170J5B","Keegan ","
  The watch is great so far. But I can’t believe how cheap Apple is to not even put in a charging adapter. When your paying over $400 dollars and you get a watch you can’t even charge and then you have to go out and buy a $20 dollar adapter it’s ridiculous.
","Reviewed in the United States on January 1, 2022","It didn’t come with a charging adapter",3,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RDQXJEC841AES","Adineth Castillo","
  Todo lo bueno en un solo producto
","Reviewed in the United States on March 13, 2022","Excelente",5,"",0,"GPS + Cellular","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R2M2CUM2AKB5IA","Melissa Lutz","
  If the actual watch itself was in there, I would have been thrilled but opening the box to see a band and a charger was extremely disappointing after I paid $400
","Reviewed in the United States on March 12, 2022","The actual watch was not in the box. It only had the charger and the band.",1,"https://m.media-amazon.com/images/I/71CH4d74jZL.jpg
https://m.media-amazon.com/images/I/71JQ4qzc3PL.jpg
https://m.media-amazon.com/images/I/71OozsB2aTL.jpg
https://m.media-amazon.com/images/I/81+QuroOEML.jpg
https://m.media-amazon.com/images/I/81brxw6vcjL.jpg",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"RCIP70PIOOSOZ","HILDA MCLEAN CALLWOOD","
  Everything
","Reviewed in the United States on March 10, 2022","It good to go",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"RJ4X84QFE06J6","Joey","
  Love the watch! As for amazonprime…first time paying for a year…ordered on a Friday, didn’t receive it until Tuesday. Nothing so prime about spending good money in advance for  four day delivery. I wonder if I still have time to cancel???
","Reviewed in the United States on February 24, 2022","Watch is awesome! Amazon Primes 4 day delivery, not so much 👎🏽",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"RCUVEI1ZWEKG4","The Source","
  This apple watch Is perfect,it let's me know if my blood pressure is off and I can check my pulse ox especially with being in covid times
","Reviewed in the United States on February 14, 2022","Best watch ever",5,"",0,"GPS","45mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R1NXA1CKC6SU2M","N.T.","
  Display broken christmas day not even 24 hrs out of box....
","Reviewed in the United States on December 26, 2021","Not a good idea",1,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R16GC2QGT9QAN","Terry R","
  All works well.
","Reviewed in the United States on February 17, 2022","all works well.",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3M4QYBE5ZK7IP","Jeff Wydner","
  Got it for the wife fir Xmas, like most Apple products it's way over priced for what it is!!!
","Reviewed in the United States on January 30, 2022","It's an apple",3,"",0,"GPS + Cellular","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R329GYFUM1HGG2","Mark Small","
  I love the watch. The watch is stylish and fits very well.
","Reviewed in the United States on January 3, 2022","Great watch",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R2QMZ4G6GFWBKX","Alejandro Engel","
  Precisó en todas las funciones que tiene
","Reviewed in the United States on December 10, 2021","Excelente reloj, súper completo",5,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
"R3583NY3YNPHY5","Narayana Rao","
  So far all good
","Reviewed in the United States on December 31, 2021","Amazing watch",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3M4U24Z171XYE","Sherrill S Chaudoin","
  The only thing I was disappointed about was no charger
","Reviewed in the United States on March 6, 2022","Good value",5,"",1,"GPS + Cellular","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R6G2378RJSQSP","Anthony L. Myers","
  Bought the 45mm for my Aunt and we were both amazed with all the features. Reminds us both of inspector Gadget.
","Reviewed in the United States on January 1, 2022","This watch exceeds all my expectations, great buy!",5,"",0,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"R309JNZWSHZ3WX","Rose","
  the watch is amazing & brand new. just make sure that your phone is updated to the last update available so that the pairing process is quick & easy
","Reviewed in the United States on January 29, 2022","Great buy!",5,"https://m.media-amazon.com/images/I/71R-5Bu1kiL.jpg
https://m.media-amazon.com/images/I/71VmYLctaYL.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R3HC50VZNDT359","Jisong","
  Graphite stainless steel case with graphite milan, really nice looking, I love it
","Reviewed in the United States on February 27, 2022","great watch",5,"",1,"GPS + Cellular","41mm","Graphite Stainless Steel w Graphite Milanese Loop"
"R3DRTBLTE6NVWO","Quiche","
   Love it! Nothing more to say!
","Reviewed in the United States on January 21, 2022","Love My Watch!!!!!",5,"https://m.media-amazon.com/images/I/71F+L5dTOOL.jpg
https://m.media-amazon.com/images/I/71cUY-FDY9L.jpg",0,,,
"RQB1KUWROQ6NC","erodz","
  Enjoying my Christmas gift! Great watch!!
","Reviewed in the United States on January 14, 2022","Great watch !!!",5,"",1,"GPS + Cellular","45mm","(PRODUCT)RED Aluminum Case w (PRODUCT)RED Band"
"R2UR4BSJZ2YF22","JEB","
  Love the health app, was easy to set up, but a month in, my battery just doesn’t last a full day. What’s up with that?
","Reviewed in the United States on December 22, 2021","Battery life less than expected.",3,"",0,"GPS","41mm","Green Aluminum Case with Clover Sport Band"
"ROXWJWCLCUFYP","yetingxiong","
  my new girl friend is like ！so happy ！！next time buy one more for my mam！
","Reviewed in the United States on December 24, 2021","girl friend like",5,"https://m.media-amazon.com/images/I/51PNEnnJ-VL.jpg
https://m.media-amazon.com/images/I/610KN9j0DFL.jpg",1,"GPS","45mm","Starlight Aluminum Case with Starlight Sport Band"
"RAQ4SIDYG9AU8","French Toast","
  Love this thing. Had been wanting an Apple Watch for a while and finally made the purchase. Arrived super quick!!
","Reviewed in the United States on January 15, 2022","My first apple watch",5,"https://m.media-amazon.com/images/I/51GjOudjKQL.jpg",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R9MXZFWIB08ZP","Michel Fleurime","
  I gifted the watch to my girlfriend for her Birthday this month and she is enjoying it already. She's really into fitness and health aspect of the watch. She's having fun exploring the other features as well (call/texting/ect.).
","Reviewed in the United States on February 1, 2022","Birthday Gift",5,"",0,"GPS","41mm","Starlight Aluminum Case with Starlight Sport Band"
"R1H6VTD6ZTYUIP","Adrienna C. Isaac","
  A God sent for my husband to track his walking.
","Reviewed in the United States on January 15, 2022","Just what my husband needed to track his daily walks!",5,"",0,"GPS","41mm","Blue Aluminum Case with Abyss Blue Sport Band"
"R24GL3CY3BGDLX","KalSand","
  The product arrived quicker than anticipated.  Very easy to set up and the product quality lives up to the apple standards of excellence.  I am very please with this and feel it is a good investment in a watch.
","Reviewed in the United States on December 11, 2021","Fantastic as always",4,"",0,"GPS","45mm","Midnight Aluminum Case with Midnight Sport Band"
